식품명,식품대분류명,영양성분함량기준량,에너지(kcal),탄수화물(g),단백질(g),지방(g),나트륨(mg),식품기원명
라떼_밀크폼 단호박 라떼,음료 및 차류,100g,52,,1.11,,23,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_밀크폼 달고나 버블 라떼,음료 및 차류,100g,83,,1.30,,36,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_밀크폼 달고나 카페 버블 라떼,음료 및 차류,100g,70,,1.08,,17,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_밀크폼 쑥 버블 라떼,음료 및 차류,100g,63,,0.65,,17,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_밀크폼 쑥임자 버블 라떼,음료 및 차류,100g,72,,0.86,,23,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_밀크폼 자색고구마 라떼,음료 및 차류,100g,73,,1.67,,47,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_밀크폼 초코 버블 라떼,음료 및 차류,100g,63,,1.25,,25,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_밀크폼 홍시 라떼,음료 및 차류,100g,101,,1.11,,18,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_밀크폼 흑임자 버블 라떼,음료 및 차류,100g,70,,1.08,,29,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_밤 라떼 아이스(ICED),음료 및 차류,100g,58,,2.82,,28,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_밤 라떼 핫(HOT),음료 및 차류,100g,62,,3.10,,31,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_버블흑당 라떼,음료 및 차류,100g,64,,0.97,,19,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_블랙 슈가 밀크,음료 및 차류,100g,65,,1.41,0.96,19,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_블랙 슈가 카페 라떼,음료 및 차류,100g,61,,1.23,0.76,15,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_블랙 타이거 라떼 아이스(ICED),음료 및 차류,100g,181,24.30,5.59,6.75,82,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_블랙 타이거 라떼 핫(HOT),음료 및 차류,100g,170,20.21,5.79,7.26,89,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_블루베리 라떼,음료 및 차류,100g,65,11.45,1.42,1.51,20,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_생강 라떼,음료 및 차류,100g,60,,2.82,,31,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_생딸기 라떼,음료 및 차류,100g,52,,1.21,,18,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_순수 딸기 바나나 우유,음료 및 차류,100g,67,,1.39,,21,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_순수 딸기 우유,음료 및 차류,100g,74,,1.39,,22,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_순수 우유 보틀 딸기바나나 요거트,음료 및 차류,100g,124,,2.67,,48,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_순수 우유 보틀 딸기바나나,음료 및 차류,100g,229,,5.00,,99,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_순수 우유 보틀 딸기요거트,음료 및 차류,100g,110,,2.33,,39,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_순수 우유 보틀 딸기,음료 및 차류,100g,141,,1.33,,22,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_슈파티 라떼,음료 및 차류,100g,127,,2.54,,17,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_스트로베리 라떼,음료 및 차류,100g,192,,2.25,,35,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_시나몬 크림 초코 핫(HOT) (L),음료 및 차류,100g,88,,2.84,,58,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_시나몬 크림 초코 핫(HOT) (R),음료 및 차류,100g,105,,3.32,,68,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_시나몬크림초코 아이스(ICED) (L),음료 및 차류,100g,54,,1.46,,33,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_시나몬크림초코 아이스(ICED) (R),음료 및 차류,100g,57,,1.29,,33,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_쌍화라떼 아이스(ICED),음료 및 차류,100g,83,,1.33,,38,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_쌍화라떼 핫(HOT),음료 및 차류,100g,109,,2.42,,58,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_쌍화 라떼,음료 및 차류,100g,93,,3.10,,35,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_쑥 라떼 아이스(ICED) (L),음료 및 차류,100g,80,,2.54,,66,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_쑥 라떼 아이스(ICED) (Max),음료 및 차류,100g,72,,2.20,,59,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_쑥 라떼 아이스(ICED) (R),음료 및 차류,100g,69,,2.17,,58,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_쑥 라떼 핫(HOT) (L),음료 및 차류,100g,75,,1.90,,61,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_쑥 라떼 핫(HOT) (R),음료 및 차류,100g,80,,1.97,,65,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_아이스버블 밀크티 라떼 아이스(ICED) (L),음료 및 차류,100g,82,,1.69,,26,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_아이스버블 밀크티 라떼 아이스(ICED) (R),음료 및 차류,100g,74,,1.45,,24,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_아이스크림 딸기 라떼,음료 및 차류,100g,75,,2.50,,29,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_아이스크림 망고 라떼,음료 및 차류,100g,75,,1.67,,28,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_아이스크림 콜드브루 라떼,음료 및 차류,100g,67,,2.21,2.09,23,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_앙버터 라떼,음료 및 차류,100g,135,,1.86,3.41,49,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_애플망고 아이스볼 라떼,음료 및 차류,100g,47,,0.67,,14,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_얼그레이 밀크티 라떼 아이스(ICED) (L),음료 및 차류,100g,48,,1.56,,18,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_얼그레이 밀크티 라떼 아이스(ICED) (R),음료 및 차류,100g,48,,1.67,,18,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_얼그레이 밀크티 라떼 핫(HOT) (L),음료 및 차류,100g,59,,1.78,,21,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_얼그레이 밀크티 라떼 핫(HOT) (R),음료 및 차류,100g,59,,1.67,,21,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_오곡 라떼 아이스(ICED) (L),음료 및 차류,100g,54,,2.22,,18,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_오곡 라떼 아이스(ICED) (R),음료 및 차류,100g,53,,2.22,,18,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_오곡 라떼 핫(HOT) (L),음료 및 차류,100g,83,,3.33,,28,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_오곡 라떼 핫(HOT) (R),음료 및 차류,100g,83,,3.33,,29,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_오곡 라떼 아이스(ICED) (L),음료 및 차류,100g,90,,2.14,,37,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_오곡 라떼 아이스(ICED) (R),음료 및 차류,100g,63,,1.50,,26,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_오곡 라떼 아이스(ICED),음료 및 차류,100g,69,,2.22,,33,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_오곡 라떼 핫(HOT) (L),음료 및 차류,100g,129,,3.67,,61,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_오곡 라떼 핫(HOT) (R),음료 및 차류,100g,120,,3.58,,58,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_오곡 라떼 핫(HOT),음료 및 차류,100g,81,,2.78,,44,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_오곡 라떼,음료 및 차류,100g,65,9.79,1.65,2.15,18,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_오레오초코 라떼 아이스(ICED),음료 및 차류,100g,82,,1.52,,41,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_우리 고구마 라떼 아이스(ICED),음료 및 차류,100g,67,,1.69,,30,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_우리 고구마 라떼 핫(HOT),음료 및 차류,100g,93,,2.54,,42,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_이곡 라떼 아이스(ICED),음료 및 차류,100g,57,,2.11,,22,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_이곡 라떼 핫(HOT),음료 및 차류,100g,67,,2.62,,31,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_잉글리쉬 브렉퍼스트 라떼 핫(HOT),음료 및 차류,100g,66,10.99,1.69,,59,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_잉글리시 브렉퍼스트 티 라떼 아이스(ICED) (R),음료 및 차류,100g,46,,1.32,,18,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_잉글리시 브렉퍼스트 티 라떼 핫(HOT) (R),음료 및 차류,100g,70,,2.50,,30,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_자몽 라떼,음료 및 차류,100g,63,,2.54,,28,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_자색고구마 라떼 (R),음료 및 차류,100g,99,,2.91,2.10,36,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_자색고구마 라떼 아이스(ICED),음료 및 차류,100g,37,4.01,1.56,,27,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_자색고구마 라떼 핫(HOT),음료 및 차류,100g,57,5.97,2.49,,43,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_제주 까망 라떼 아이스(ICED) (Grande),음료 및 차류,100g,93,,2.11,,44,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_제주 까망 라떼 핫(HOT) (Grande),음료 및 차류,100g,94,,2.75,,53,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_제주 쑥쑥 라떼 핫(HOT) (Grande),음료 및 차류,100g,90,,3.38,,44,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_제주 유기농 말차로 만든 라떼 아이스(ICED) (Tall),음료 및 차류,100g,44,,1.69,,27,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_제주 유기농 말차로 만든 라떼 핫(HOT) (Tall),음료 및 차류,100g,58,,2.54,,37,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_제주 첫물 차광 녹차 라떼 아이스(ICED),음료 및 차류,100g,84,15.22,2.54,,46,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_제주 첫물 차광 녹차 라떼 핫(HOT),음료 및 차류,100g,96,16.49,3.38,,61,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_제주녹차 라떼 아이스(ICED) (L),음료 및 차류,100g,64,,2.00,,29,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_제주녹차 라떼 아이스(ICED) (R),음료 및 차류,100g,64,,1.94,,18,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_제주녹차 라떼 핫(HOT) (L),음료 및 차류,100g,77,,2.67,,25,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_제주녹차 라떼 핫(HOT) (R),음료 및 차류,100g,76,,2.78,,25,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_진저 (L),음료 및 차류,100g,100,,2.50,,44,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_진저 (R),음료 및 차류,100g,95,,2.57,,45,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_진저 흑당 라떼 아이스(ICED),음료 및 차류,100g,84,,2.22,,38,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_진저 흑당 라떼 핫(HOT),음료 및 차류,100g,84,,2.22,,38,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_진저 라떼 아이스(ICED),음료 및 차류,100g,88,,2.22,,38,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_진저 라떼 핫(HOT),음료 및 차류,100g,88,,2.22,,38,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_차이 라떼 아이스(ICED),음료 및 차류,100g,68,11.21,1.90,,63,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_차이 라떼 핫(HOT),음료 및 차류,100g,66,10.99,1.69,,59,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_차이티 라떼 아이스(ICED) (Tall),음료 및 차류,100g,54,,1.41,,20,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_차이티 라떼 핫(HOT) (Tall),음료 및 차류,100g,56,,1.69,,20,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_체리 요거트 라떼,음료 및 차류,100g,107,,1.69,,29,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_초당옥수수 라떼 아이스(ICED),음료 및 차류,100g,46,,2.54,,28,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_초당옥수수 라떼 핫(HOT),음료 및 차류,100g,52,,3.10,,34,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_초코 라떼 아이스(ICED) (L),음료 및 차류,100g,82,,1.61,,36,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_초코 라떼 아이스(ICED) (R),음료 및 차류,100g,82,,1.49,,34,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_초코 라떼 핫(HOT) (L),음료 및 차류,100g,129,,2.77,,60,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_초코 라떼 핫(HOT) (R),음료 및 차류,100g,123,,2.77,,58,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_초코 라떼 핫(HOT),음료 및 차류,100g,89,,2.78,,51,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_초코 라떼 아이스(ICED),음료 및 차류,100g,61,,1.67,,36,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_초코 라떼 아이스(ICED),음료 및 차류,100g,75,,2.82,,28,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_초코 라떼 핫(HOT),음료 및 차류,100g,82,,3.38,,34,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_초코바나나 라떼 아이스(ICED),음료 및 차류,100g,84,,3.10,,28,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_초코바나나 라떼 핫(HOT),음료 및 차류,100g,91,,3.66,,34,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_초코베리 라떼 아이스(ICED),음료 및 차류,100g,83,,2.82,,34,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_초코베리 라떼 핫(HOT),음료 및 차류,100g,86,,3.10,,37,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_초콜릿 라떼 아이스(ICED) (L),음료 및 차류,100g,62,,2.22,,27,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_초콜릿 라떼 아이스(ICED) (R),음료 및 차류,100g,62,,2.22,,27,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_초콜릿 라떼 핫(HOT) (L),음료 및 차류,100g,63,,2.22,,28,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_초콜릿 라떼 핫(HOT) (R),음료 및 차류,100g,63,,2.22,,29,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_초콜릿라떼 (R),음료 및 차류,100g,96,,3.62,2.11,39,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_초콜릿 라떼 아이스(ICED),음료 및 차류,100g,62,,1.93,,39,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_초콜릿 라떼 핫(HOT),음료 및 차류,100g,67,,2.08,,42,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_카라멜쿠키 라떼 핫(HOT),음료 및 차류,100g,84,,3.38,,63,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_카카오 라떼 아이스(ICED),음료 및 차류,100g,60,,2.82,,29,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_카카오 라떼 핫(HOT),음료 및 차류,100g,60,,2.82,,29,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_캐시미어 초코 (L),음료 및 차류,100g,186,,3.54,,54,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_캐시미어 초코 (R),음료 및 차류,100g,180,,3.45,,54,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_콘 라떼 아이스(ICED),음료 및 차류,100g,83,12.68,2.68,2.93,20,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_콘 라떼 핫(HOT),음료 및 차류,100g,135,18.39,2.90,5.48,44,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_타로 버블 라떼 (L),음료 및 차류,100g,72,,1.56,,26,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_토피 넛 라떼 아이스(ICED) (EX),음료 및 차류,100g,61,,1.50,,42,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_토피 넛 라떼 아이스(ICED),음료 및 차류,100g,61,,1.38,,42,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_토피 넛 라떼 핫(HOT) (EX),음료 및 차류,100g,80,,2.42,,57,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_토피 넛 라떼 핫(HOT),음료 및 차류,100g,74,,1.99,,52,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_토피넛 라떼 아이스(ICED) (L),음료 및 차류,100g,99,,1.27,,47,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_토피넛 라떼 아이스(ICED) (R),음료 및 차류,100g,90,,1.20,,42,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_토피넛 라떼 핫(HOT) (L),음료 및 차류,100g,146,,2.69,,77,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_토피넛 라떼 핫(HOT) (R),음료 및 차류,100g,140,,2.66,,72,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_토피넛 크러쉬 라떼 (XL),음료 및 차류,100g,50,,1.06,,35,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_토피넛 라떼 아이스(ICED),음료 및 차류,100g,62,,1.56,,29,외식(프랜차이즈 등 업체 제공 영양정보)
라떼_토피넛 라떼 아이스(ICED),음료 및 차류,100g,83,,1.69,,57,외식(프랜차이즈 등 업체 제공 영양정보)
